LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
BEL,PASSCAR,TOT,PC_CHG,M,1961-07,3.183468969,
BEL,PASSCAR,TOT,PC_CHG,M,1961-08,3.923088672,
BEL,PASSCAR,TOT,PC_CHG,M,1961-09,1.802737162,
BEL,PASSCAR,TOT,PC_CHG,M,1961-10,-4.825532461,
BEL,PASSCAR,TOT,PC_CHG,M,1961-11,0.563760982,
BEL,PASSCAR,TOT,PC_CHG,M,1961-12,3.521513957,
BEL,PASSCAR,TOT,PC_CHG,M,1962-01,22.09979714,
BEL,PASSCAR,TOT,PC_CHG,M,1962-02,-18.47304462,
BEL,PASSCAR,TOT,PC_CHG,M,1962-03,1.546721626,
BEL,PASSCAR,TOT,PC_CHG,M,1962-04,4.6328427,
BEL,PASSCAR,TOT,PC_CHG,M,1962-05,1.087781752,
BEL,PASSCAR,TOT,PC_CHG,M,1962-06,1.297319638,
BEL,PASSCAR,TOT,PC_CHG,M,1962-07,4.898335223,
BEL,PASSCAR,TOT,PC_CHG,M,1962-08,-10.20184442,
BEL,PASSCAR,TOT,PC_CHG,M,1962-09,9.285605947,
BEL,PASSCAR,TOT,PC_CHG,M,1962-10,3.531015602,
BEL,PASSCAR,TOT,PC_CHG,M,1962-11,-4.645472715,
BEL,PASSCAR,TOT,PC_CHG,M,1962-12,0.916343737,
BEL,PASSCAR,TOT,PC_CHG,M,1963-01,-0.413181694,
BEL,PASSCAR,TOT,PC_CHG,M,1963-02,-11.00435931,
BEL,PASSCAR,TOT,PC_CHG,M,1963-03,12.57780084,
BEL,PASSCAR,TOT,PC_CHG,M,1963-04,19.27704739,
BEL,PASSCAR,TOT,PC_CHG,M,1963-05,1.347829445,
BEL,PASSCAR,TOT,PC_CHG,M,1963-06,-5.099245591,
BEL,PASSCAR,TOT,PC_CHG,M,1963-07,15.56232198,
BEL,PASSCAR,TOT,PC_CHG,M,1963-08,-10.81749576,
BEL,PASSCAR,TOT,PC_CHG,M,1963-09,3.516780745,
BEL,PASSCAR,TOT,PC_CHG,M,1963-10,0.613307458,
BEL,PASSCAR,TOT,PC_CHG,M,1963-11,6.636371138,
BEL,PASSCAR,TOT,PC_CHG,M,1963-12,0.358438477,
BEL,PASSCAR,TOT,PC_CHG,M,1964-01,-2.18397402,
BEL,PASSCAR,TOT,PC_CHG,M,1964-02,5.639085849,
BEL,PASSCAR,TOT,PC_CHG,M,1964-03,-0.213987337,
BEL,PASSCAR,TOT,PC_CHG,M,1964-04,-5.251467738,
BEL,PASSCAR,TOT,PC_CHG,M,1964-05,0.019281635,
BEL,PASSCAR,TOT,PC_CHG,M,1964-06,7.232774076,
BEL,PASSCAR,TOT,PC_CHG,M,1964-07,-1.0107508,
BEL,PASSCAR,TOT,PC_CHG,M,1964-08,2.382576369,
BEL,PASSCAR,TOT,PC_CHG,M,1964-09,-0.579393756,
BEL,PASSCAR,TOT,PC_CHG,M,1964-10,-6.277691414,
BEL,PASSCAR,TOT,PC_CHG,M,1964-11,3.858911833,
BEL,PASSCAR,TOT,PC_CHG,M,1964-12,2.463826598,
BEL,PASSCAR,TOT,PC_CHG,M,1965-01,5.316198501,
BEL,PASSCAR,TOT,PC_CHG,M,1965-02,0.169680513,
BEL,PASSCAR,TOT,PC_CHG,M,1965-03,5.208509438,
BEL,PASSCAR,TOT,PC_CHG,M,1965-04,1.888687364,
BEL,PASSCAR,TOT,PC_CHG,M,1965-05,-0.814935199,
BEL,PASSCAR,TOT,PC_CHG,M,1965-06,-4.982063402,
BEL,PASSCAR,TOT,PC_CHG,M,1965-07,-0.708059641,
BEL,PASSCAR,TOT,PC_CHG,M,1965-08,8.470482191,
BEL,PASSCAR,TOT,PC_CHG,M,1965-09,-5.084926952,
BEL,PASSCAR,TOT,PC_CHG,M,1965-10,8.467366221,
BEL,PASSCAR,TOT,PC_CHG,M,1965-11,9.67399262,
BEL,PASSCAR,TOT,PC_CHG,M,1965-12,6.438823047,
BEL,PASSCAR,TOT,PC_CHG,M,1966-01,-18.795536,
BEL,PASSCAR,TOT,PC_CHG,M,1966-02,-11.14411973,
BEL,PASSCAR,TOT,PC_CHG,M,1966-03,10.43156933,
BEL,PASSCAR,TOT,PC_CHG,M,1966-04,-5.012854321,
BEL,PASSCAR,TOT,PC_CHG,M,1966-05,2.557941254,
BEL,PASSCAR,TOT,PC_CHG,M,1966-06,8.521612657,
BEL,PASSCAR,TOT,PC_CHG,M,1966-07,-4.133112335,
BEL,PASSCAR,TOT,PC_CHG,M,1966-08,7.862449116,
BEL,PASSCAR,TOT,PC_CHG,M,1966-09,-3.536682796,
BEL,PASSCAR,TOT,PC_CHG,M,1966-10,3.067951199,
BEL,PASSCAR,TOT,PC_CHG,M,1966-11,-2.537460539,
BEL,PASSCAR,TOT,PC_CHG,M,1966-12,5.861994826,
BEL,PASSCAR,TOT,PC_CHG,M,1967-01,-5.440659473,
BEL,PASSCAR,TOT,PC_CHG,M,1967-02,6.221313566,
BEL,PASSCAR,TOT,PC_CHG,M,1967-03,-4.343807316,
BEL,PASSCAR,TOT,PC_CHG,M,1967-04,-4.012928328,
BEL,PASSCAR,TOT,PC_CHG,M,1967-05,-0.974035828,
BEL,PASSCAR,TOT,PC_CHG,M,1967-06,-1.146930252,
BEL,PASSCAR,TOT,PC_CHG,M,1967-07,2.370678045,
BEL,PASSCAR,TOT,PC_CHG,M,1967-08,-2.427503063,
BEL,PASSCAR,TOT,PC_CHG,M,1967-09,5.726723465,
BEL,PASSCAR,TOT,PC_CHG,M,1967-10,0.001282103,
BEL,PASSCAR,TOT,PC_CHG,M,1967-11,-1.627087187,
BEL,PASSCAR,TOT,PC_CHG,M,1967-12,1.012742509,
BEL,PASSCAR,TOT,PC_CHG,M,1968-01,8.01742259,
BEL,PASSCAR,TOT,PC_CHG,M,1968-02,-2.041065194,
BEL,PASSCAR,TOT,PC_CHG,M,1968-03,-2.01316305,
BEL,PASSCAR,TOT,PC_CHG,M,1968-04,15.33768816,
BEL,PASSCAR,TOT,PC_CHG,M,1968-05,3.411930326,
BEL,PASSCAR,TOT,PC_CHG,M,1968-06,-11.53900619,
BEL,PASSCAR,TOT,PC_CHG,M,1968-07,7.397948743,
BEL,PASSCAR,TOT,PC_CHG,M,1968-08,-6.556058273,
BEL,PASSCAR,TOT,PC_CHG,M,1968-09,-2.329692393,
BEL,PASSCAR,TOT,PC_CHG,M,1968-10,0.884867021,
BEL,PASSCAR,TOT,PC_CHG,M,1968-11,0.720982979,
BEL,PASSCAR,TOT,PC_CHG,M,1968-12,0.230638176,
BEL,PASSCAR,TOT,PC_CHG,M,1969-01,4.984760307,
BEL,PASSCAR,TOT,PC_CHG,M,1969-02,3.825744799,
BEL,PASSCAR,TOT,PC_CHG,M,1969-03,7.879011687,
BEL,PASSCAR,TOT,PC_CHG,M,1969-04,2.921435873,
BEL,PASSCAR,TOT,PC_CHG,M,1969-05,-1.020301373,
BEL,PASSCAR,TOT,PC_CHG,M,1969-06,11.41521661,
BEL,PASSCAR,TOT,PC_CHG,M,1969-07,-10.24358515,
BEL,PASSCAR,TOT,PC_CHG,M,1969-08,2.386216421,
BEL,PASSCAR,TOT,PC_CHG,M,1969-09,1.350105626,
BEL,PASSCAR,TOT,PC_CHG,M,1969-10,-2.004864635,
BEL,PASSCAR,TOT,PC_CHG,M,1969-11,-6.44450938,
BEL,PASSCAR,TOT,PC_CHG,M,1969-12,-13.64462932,
BEL,PASSCAR,TOT,PC_CHG,M,1970-01,4.327868987,
BEL,PASSCAR,TOT,PC_CHG,M,1970-02,4.272183433,
BEL,PASSCAR,TOT,PC_CHG,M,1970-03,-5.910789276,
BEL,PASSCAR,TOT,PC_CHG,M,1970-04,1.464953383,
BEL,PASSCAR,TOT,PC_CHG,M,1970-05,2.515258551,
BEL,PASSCAR,TOT,PC_CHG,M,1970-06,-0.565765525,
BEL,PASSCAR,TOT,PC_CHG,M,1970-07,3.864436158,
BEL,PASSCAR,TOT,PC_CHG,M,1970-08,8.172835548,
BEL,PASSCAR,TOT,PC_CHG,M,1970-09,-7.294892004,
BEL,PASSCAR,TOT,PC_CHG,M,1970-10,19.61291974,
BEL,PASSCAR,TOT,PC_CHG,M,1970-11,8.091386319,
BEL,PASSCAR,TOT,PC_CHG,M,1970-12,23.91316025,
BEL,PASSCAR,TOT,PC_CHG,M,1971-01,-46.99600158,
BEL,PASSCAR,TOT,PC_CHG,M,1971-02,-15.8259013,
BEL,PASSCAR,TOT,PC_CHG,M,1971-03,25.09631152,
BEL,PASSCAR,TOT,PC_CHG,M,1971-04,-2.826165505,
BEL,PASSCAR,TOT,PC_CHG,M,1971-05,4.771590352,
BEL,PASSCAR,TOT,PC_CHG,M,1971-06,3.711419177,
BEL,PASSCAR,TOT,PC_CHG,M,1971-07,-0.850416695,
BEL,PASSCAR,TOT,PC_CHG,M,1971-08,-3.822304698,
BEL,PASSCAR,TOT,PC_CHG,M,1971-09,11.20236148,
BEL,PASSCAR,TOT,PC_CHG,M,1971-10,-4.188040419,
BEL,PASSCAR,TOT,PC_CHG,M,1971-11,5.995053528,
BEL,PASSCAR,TOT,PC_CHG,M,1971-12,25.7788573,
BEL,PASSCAR,TOT,PC_CHG,M,1972-01,-10.0626391,
BEL,PASSCAR,TOT,PC_CHG,M,1972-02,-3.725464347,
BEL,PASSCAR,TOT,PC_CHG,M,1972-03,-0.791610496,
BEL,PASSCAR,TOT,PC_CHG,M,1972-04,-0.14942691,
BEL,PASSCAR,TOT,PC_CHG,M,1972-05,4.072544279,
BEL,PASSCAR,TOT,PC_CHG,M,1972-06,7.389188404,
BEL,PASSCAR,TOT,PC_CHG,M,1972-07,-0.99077934,
BEL,PASSCAR,TOT,PC_CHG,M,1972-08,2.426096352,
BEL,PASSCAR,TOT,PC_CHG,M,1972-09,-5.983425052,
BEL,PASSCAR,TOT,PC_CHG,M,1972-10,4.117526195,
BEL,PASSCAR,TOT,PC_CHG,M,1972-11,3.388659651,
BEL,PASSCAR,TOT,PC_CHG,M,1972-12,1.329738802,
BEL,PASSCAR,TOT,PC_CHG,M,1973-01,-1.127953413,
BEL,PASSCAR,TOT,PC_CHG,M,1973-02,-4.47961399,
BEL,PASSCAR,TOT,PC_CHG,M,1973-03,4.323627575,
BEL,PASSCAR,TOT,PC_CHG,M,1973-04,-6.172481467,
BEL,PASSCAR,TOT,PC_CHG,M,1973-05,2.090562792,
BEL,PASSCAR,TOT,PC_CHG,M,1973-06,-3.276001868,
BEL,PASSCAR,TOT,PC_CHG,M,1973-07,2.837313753,
BEL,PASSCAR,TOT,PC_CHG,M,1973-08,4.515269322,
BEL,PASSCAR,TOT,PC_CHG,M,1973-09,-6.306025699,
BEL,PASSCAR,TOT,PC_CHG,M,1973-10,6.950031394,
BEL,PASSCAR,TOT,PC_CHG,M,1973-11,-10.21613597,
BEL,PASSCAR,TOT,PC_CHG,M,1973-12,-20.33341617,
BEL,PASSCAR,TOT,PC_CHG,M,1974-01,23.72914101,
BEL,PASSCAR,TOT,PC_CHG,M,1974-02,9.516026263,
BEL,PASSCAR,TOT,PC_CHG,M,1974-03,-5.020096709,
BEL,PASSCAR,TOT,PC_CHG,M,1974-04,5.810797861,
BEL,PASSCAR,TOT,PC_CHG,M,1974-05,-2.901295923,
BEL,PASSCAR,TOT,PC_CHG,M,1974-06,0.269881096,
BEL,PASSCAR,TOT,PC_CHG,M,1974-07,1.754120224,
BEL,PASSCAR,TOT,PC_CHG,M,1974-08,-6.373630184,
BEL,PASSCAR,TOT,PC_CHG,M,1974-09,4.006267957,
BEL,PASSCAR,TOT,PC_CHG,M,1974-10,-0.493642288,
BEL,PASSCAR,TOT,PC_CHG,M,1974-11,-1.063241505,
BEL,PASSCAR,TOT,PC_CHG,M,1974-12,-2.517988544,
BEL,PASSCAR,TOT,PC_CHG,M,1975-01,4.231921735,
BEL,PASSCAR,TOT,PC_CHG,M,1975-02,1.914303662,
BEL,PASSCAR,TOT,PC_CHG,M,1975-03,-3.767864533,
BEL,PASSCAR,TOT,PC_CHG,M,1975-04,6.894263094,
BEL,PASSCAR,TOT,PC_CHG,M,1975-05,-3.980592452,
BEL,PASSCAR,TOT,PC_CHG,M,1975-06,1.688136635,
BEL,PASSCAR,TOT,PC_CHG,M,1975-07,-0.166805574,
BEL,PASSCAR,TOT,PC_CHG,M,1975-08,31.4176784,
BEL,PASSCAR,TOT,PC_CHG,M,1975-09,-14.01528103,
BEL,PASSCAR,TOT,PC_CHG,M,1975-10,0.649829068,
BEL,PASSCAR,TOT,PC_CHG,M,1975-11,5.045237536,
BEL,PASSCAR,TOT,PC_CHG,M,1975-12,-0.423911481,
BEL,PASSCAR,TOT,PC_CHG,M,1976-01,-0.011094607,
BEL,PASSCAR,TOT,PC_CHG,M,1976-02,-6.846751301,
BEL,PASSCAR,TOT,PC_CHG,M,1976-03,8.132023461,
BEL,PASSCAR,TOT,PC_CHG,M,1976-04,-3.076172098,
BEL,PASSCAR,TOT,PC_CHG,M,1976-05,6.670650455,
BEL,PASSCAR,TOT,PC_CHG,M,1976-06,-6.929104613,
BEL,PASSCAR,TOT,PC_CHG,M,1976-07,9.058297424,
BEL,PASSCAR,TOT,PC_CHG,M,1976-08,-1.366272506,
BEL,PASSCAR,TOT,PC_CHG,M,1976-09,2.277509807,
BEL,PASSCAR,TOT,PC_CHG,M,1976-10,-1.794027176,
BEL,PASSCAR,TOT,PC_CHG,M,1976-11,2.094923108,
BEL,PASSCAR,TOT,PC_CHG,M,1976-12,10.69502537,
BEL,PASSCAR,TOT,PC_CHG,M,1977-01,-10.6562662,
BEL,PASSCAR,TOT,PC_CHG,M,1977-02,2.041454999,
BEL,PASSCAR,TOT,PC_CHG,M,1977-03,-3.87938204,
BEL,PASSCAR,TOT,PC_CHG,M,1977-04,-2.277429737,
BEL,PASSCAR,TOT,PC_CHG,M,1977-05,17.00568652,
BEL,PASSCAR,TOT,PC_CHG,M,1977-06,-13.28872974,
BEL,PASSCAR,TOT,PC_CHG,M,1977-07,-2.575651281,
BEL,PASSCAR,TOT,PC_CHG,M,1977-08,0.133858138,
BEL,PASSCAR,TOT,PC_CHG,M,1977-09,-0.542740928,
BEL,PASSCAR,TOT,PC_CHG,M,1977-10,10.49017458,
BEL,PASSCAR,TOT,PC_CHG,M,1977-11,-7.865972943,
BEL,PASSCAR,TOT,PC_CHG,M,1977-12,8.998171127,
BEL,PASSCAR,TOT,PC_CHG,M,1978-01,4.412011395,
BEL,PASSCAR,TOT,PC_CHG,M,1978-02,-3.751841571,
BEL,PASSCAR,TOT,PC_CHG,M,1978-03,-9.356078316,
BEL,PASSCAR,TOT,PC_CHG,M,1978-04,6.117772788,
BEL,PASSCAR,TOT,PC_CHG,M,1978-05,-8.844536415,
BEL,PASSCAR,TOT,PC_CHG,M,1978-06,5.508161939,
BEL,PASSCAR,TOT,PC_CHG,M,1978-07,-3.702339722,
BEL,PASSCAR,TOT,PC_CHG,M,1978-08,4.241537423,
BEL,PASSCAR,TOT,PC_CHG,M,1978-09,-1.772980382,
BEL,PASSCAR,TOT,PC_CHG,M,1978-10,-2.588007885,
BEL,PASSCAR,TOT,PC_CHG,M,1978-11,8.904328331,
BEL,PASSCAR,TOT,PC_CHG,M,1978-12,-9.827666362,
BEL,PASSCAR,TOT,PC_CHG,M,1979-01,-13.83678116,
BEL,PASSCAR,TOT,PC_CHG,M,1979-02,6.785049281,
BEL,PASSCAR,TOT,PC_CHG,M,1979-03,20.8781373,
BEL,PASSCAR,TOT,PC_CHG,M,1979-04,25.10832018,
BEL,PASSCAR,TOT,PC_CHG,M,1979-05,-16.699918,
BEL,PASSCAR,TOT,PC_CHG,M,1979-06,-8.313245378,
BEL,PASSCAR,TOT,PC_CHG,M,1979-07,1.583279512,
BEL,PASSCAR,TOT,PC_CHG,M,1979-08,0.060580354,
BEL,PASSCAR,TOT,PC_CHG,M,1979-09,4.310224892,
BEL,PASSCAR,TOT,PC_CHG,M,1979-10,-3.63016196,
BEL,PASSCAR,TOT,PC_CHG,M,1979-11,-3.277384221,
BEL,PASSCAR,TOT,PC_CHG,M,1979-12,-13.79612478,
BEL,PASSCAR,TOT,PC_CHG,M,1980-01,16.46116654,
BEL,PASSCAR,TOT,PC_CHG,M,1980-02,9.849532885,
BEL,PASSCAR,TOT,PC_CHG,M,1980-03,-3.344702281,
BEL,PASSCAR,TOT,PC_CHG,M,1980-04,-12.07271912,
BEL,PASSCAR,TOT,PC_CHG,M,1980-05,-9.744236934,
BEL,PASSCAR,TOT,PC_CHG,M,1980-06,19.91111915,
BEL,PASSCAR,TOT,PC_CHG,M,1980-07,0.002907225,
BEL,PASSCAR,TOT,PC_CHG,M,1980-08,-5.220294435,
BEL,PASSCAR,TOT,PC_CHG,M,1980-09,-3.87281399,
BEL,PASSCAR,TOT,PC_CHG,M,1980-10,-2.597441224,
BEL,PASSCAR,TOT,PC_CHG,M,1980-11,1.24389473,
BEL,PASSCAR,TOT,PC_CHG,M,1980-12,-4.956788615,
BEL,PASSCAR,TOT,PC_CHG,M,1981-01,2.463474326,
BEL,PASSCAR,TOT,PC_CHG,M,1981-02,-9.842420968,
BEL,PASSCAR,TOT,PC_CHG,M,1981-03,-1.634009161,
BEL,PASSCAR,TOT,PC_CHG,M,1981-04,11.81226645,
BEL,PASSCAR,TOT,PC_CHG,M,1981-05,-1.247024521,
BEL,PASSCAR,TOT,PC_CHG,M,1981-06,4.652515642,
BEL,PASSCAR,TOT,PC_CHG,M,1981-07,-2.785991102,
BEL,PASSCAR,TOT,PC_CHG,M,1981-08,-4.053214291,
BEL,PASSCAR,TOT,PC_CHG,M,1981-09,7.764927414,
BEL,PASSCAR,TOT,PC_CHG,M,1981-10,-6.075835494,
BEL,PASSCAR,TOT,PC_CHG,M,1981-11,5.247005334,
BEL,PASSCAR,TOT,PC_CHG,M,1981-12,-10.59612006,
BEL,PASSCAR,TOT,PC_CHG,M,1982-01,-1.704384356,
BEL,PASSCAR,TOT,PC_CHG,M,1982-02,12.38070141,
BEL,PASSCAR,TOT,PC_CHG,M,1982-03,3.048574446,
BEL,PASSCAR,TOT,PC_CHG,M,1982-04,11.90911036,
BEL,PASSCAR,TOT,PC_CHG,M,1982-05,-14.52888328,
BEL,PASSCAR,TOT,PC_CHG,M,1982-06,-17.16678744,
BEL,PASSCAR,TOT,PC_CHG,M,1982-07,14.22461435,
BEL,PASSCAR,TOT,PC_CHG,M,1982-08,13.6360933,
BEL,PASSCAR,TOT,PC_CHG,M,1982-09,-13.36211156,
BEL,PASSCAR,TOT,PC_CHG,M,1982-10,1.169050426,
BEL,PASSCAR,TOT,PC_CHG,M,1982-11,-4.048482656,
BEL,PASSCAR,TOT,PC_CHG,M,1982-12,18.16509083,
BEL,PASSCAR,TOT,PC_CHG,M,1983-01,-5.115034717,
BEL,PASSCAR,TOT,PC_CHG,M,1983-02,-19.71502008,
BEL,PASSCAR,TOT,PC_CHG,M,1983-03,20.37231302,
BEL,PASSCAR,TOT,PC_CHG,M,1983-04,-0.830130552,
BEL,PASSCAR,TOT,PC_CHG,M,1983-05,4.805749814,
BEL,PASSCAR,TOT,PC_CHG,M,1983-06,-7.940610191,
BEL,PASSCAR,TOT,PC_CHG,M,1983-07,2.300747505,
BEL,PASSCAR,TOT,PC_CHG,M,1983-08,1.525049966,
BEL,PASSCAR,TOT,PC_CHG,M,1983-09,-9.028975851,
BEL,PASSCAR,TOT,PC_CHG,M,1983-10,24.91441669,
BEL,PASSCAR,TOT,PC_CHG,M,1983-11,-7.629334197,
BEL,PASSCAR,TOT,PC_CHG,M,1983-12,2.180866573,
BEL,PASSCAR,TOT,PC_CHG,M,1984-01,7.784730275,
BEL,PASSCAR,TOT,PC_CHG,M,1984-02,5.755533604,
BEL,PASSCAR,TOT,PC_CHG,M,1984-03,-17.64448056,
BEL,PASSCAR,TOT,PC_CHG,M,1984-04,-2.957888389,
BEL,PASSCAR,TOT,PC_CHG,M,1984-05,-1.816533556,
BEL,PASSCAR,TOT,PC_CHG,M,1984-06,2.14232254,
BEL,PASSCAR,TOT,PC_CHG,M,1984-07,-7.273404961,
BEL,PASSCAR,TOT,PC_CHG,M,1984-08,5.546825553,
BEL,PASSCAR,TOT,PC_CHG,M,1984-09,16.36649445,
BEL,PASSCAR,TOT,PC_CHG,M,1984-10,-8.42877141,
BEL,PASSCAR,TOT,PC_CHG,M,1984-11,0.845607114,
BEL,PASSCAR,TOT,PC_CHG,M,1984-12,-3.432570689,
BEL,PASSCAR,TOT,PC_CHG,M,1985-01,-4.567853118,
BEL,PASSCAR,TOT,PC_CHG,M,1985-02,6.366512502,
BEL,PASSCAR,TOT,PC_CHG,M,1985-03,5.895402461,
BEL,PASSCAR,TOT,PC_CHG,M,1985-04,-1.716303247,
BEL,PASSCAR,TOT,PC_CHG,M,1985-05,0.140536169,
BEL,PASSCAR,TOT,PC_CHG,M,1985-06,1.367208361,
BEL,PASSCAR,TOT,PC_CHG,M,1985-07,6.513150646,
BEL,PASSCAR,TOT,PC_CHG,M,1985-08,-6.943149787,
BEL,PASSCAR,TOT,PC_CHG,M,1985-09,-3.876714946,
BEL,PASSCAR,TOT,PC_CHG,M,1985-10,4.11097151,
BEL,PASSCAR,TOT,PC_CHG,M,1985-11,5.069533517,
BEL,PASSCAR,TOT,PC_CHG,M,1985-12,3.21755804,
BEL,PASSCAR,TOT,PC_CHG,M,1986-01,-2.221709747,
BEL,PASSCAR,TOT,PC_CHG,M,1986-02,19.27554725,
BEL,PASSCAR,TOT,PC_CHG,M,1986-03,-19.11620107,
BEL,PASSCAR,TOT,PC_CHG,M,1986-04,10.75702284,
BEL,PASSCAR,TOT,PC_CHG,M,1986-05,-38.7427789,
BEL,PASSCAR,TOT,PC_CHG,M,1986-06,83.01655893,
BEL,PASSCAR,TOT,PC_CHG,M,1986-07,-15.20649382,
BEL,PASSCAR,TOT,PC_CHG,M,1986-08,-1.107005369,
BEL,PASSCAR,TOT,PC_CHG,M,1986-09,1.466454901,
BEL,PASSCAR,TOT,PC_CHG,M,1986-10,4.762760401,
BEL,PASSCAR,TOT,PC_CHG,M,1986-11,-5.863938835,
BEL,PASSCAR,TOT,PC_CHG,M,1986-12,-2.783854381,
BEL,PASSCAR,TOT,PC_CHG,M,1987-01,-4.090876846,
BEL,PASSCAR,TOT,PC_CHG,M,1987-02,4.459184817,
BEL,PASSCAR,TOT,PC_CHG,M,1987-03,3.259986473,
BEL,PASSCAR,TOT,PC_CHG,M,1987-04,3.355037653,
BEL,PASSCAR,TOT,PC_CHG,M,1987-05,0.041372569,
BEL,PASSCAR,TOT,PC_CHG,M,1987-06,-8.22387162,
BEL,PASSCAR,TOT,PC_CHG,M,1987-07,18.1313415,
BEL,PASSCAR,TOT,PC_CHG,M,1987-08,1.829513479,
BEL,PASSCAR,TOT,PC_CHG,M,1987-09,0.161789559,
BEL,PASSCAR,TOT,PC_CHG,M,1987-10,-3.151503815,
BEL,PASSCAR,TOT,PC_CHG,M,1987-11,-1.499641563,
BEL,PASSCAR,TOT,PC_CHG,M,1987-12,-9.586048252,
BEL,PASSCAR,TOT,PC_CHG,M,1988-01,15.29680978,
BEL,PASSCAR,TOT,PC_CHG,M,1988-02,-6.923033364,
BEL,PASSCAR,TOT,PC_CHG,M,1988-03,3.674234719,
BEL,PASSCAR,TOT,PC_CHG,M,1988-04,-7.794015037,
BEL,PASSCAR,TOT,PC_CHG,M,1988-05,5.151676504,
BEL,PASSCAR,TOT,PC_CHG,M,1988-06,1.023721092,
BEL,PASSCAR,TOT,PC_CHG,M,1988-07,7.374784773,
BEL,PASSCAR,TOT,PC_CHG,M,1988-08,-0.33019496,
BEL,PASSCAR,TOT,PC_CHG,M,1988-09,-5.168743043,
BEL,PASSCAR,TOT,PC_CHG,M,1988-10,-4.340827507,
BEL,PASSCAR,TOT,PC_CHG,M,1988-11,6.088596251,
BEL,PASSCAR,TOT,PC_CHG,M,1988-12,8.367565952,
BEL,PASSCAR,TOT,PC_CHG,M,1989-01,-7.173082859,
BEL,PASSCAR,TOT,PC_CHG,M,1989-02,-8.162866276,
BEL,PASSCAR,TOT,PC_CHG,M,1989-03,4.839504643,
BEL,PASSCAR,TOT,PC_CHG,M,1989-04,0.270243066,
BEL,PASSCAR,TOT,PC_CHG,M,1989-05,-1.788540668,
BEL,PASSCAR,TOT,PC_CHG,M,1989-06,9.944921492,
BEL,PASSCAR,TOT,PC_CHG,M,1989-07,-22.05496967,
BEL,PASSCAR,TOT,PC_CHG,M,1989-08,66.44447014,
BEL,PASSCAR,TOT,PC_CHG,M,1989-09,-10.64997397,
BEL,PASSCAR,TOT,PC_CHG,M,1989-10,-5.802670008,
BEL,PASSCAR,TOT,PC_CHG,M,1989-11,-5.220986953,
BEL,PASSCAR,TOT,PC_CHG,M,1989-12,-6.056966923,
BEL,PASSCAR,TOT,PC_CHG,M,1990-01,3.572880672,B
BEL,PASSCAR,TOT,PC_CHG,M,1990-02,6.507026089,
BEL,PASSCAR,TOT,PC_CHG,M,1990-03,-6.881074256,
BEL,PASSCAR,TOT,PC_CHG,M,1990-04,3.130792217,
BEL,PASSCAR,TOT,PC_CHG,M,1990-05,-4.39623219,
BEL,PASSCAR,TOT,PC_CHG,M,1990-06,-2.240991057,
BEL,PASSCAR,TOT,PC_CHG,M,1990-07,-6.277738237,
BEL,PASSCAR,TOT,PC_CHG,M,1990-08,-0.102507255,
BEL,PASSCAR,TOT,PC_CHG,M,1990-09,63.75361379,
BEL,PASSCAR,TOT,PC_CHG,M,1990-10,-36.98417122,
BEL,PASSCAR,TOT,PC_CHG,M,1990-11,24.77851585,
BEL,PASSCAR,TOT,PC_CHG,M,1990-12,8.977027849,
BEL,PASSCAR,TOT,PC_CHG,M,1991-01,-25.11827851,
BEL,PASSCAR,TOT,PC_CHG,M,1991-02,-16.35620928,
BEL,PASSCAR,TOT,PC_CHG,M,1991-03,25.96732254,
BEL,PASSCAR,TOT,PC_CHG,M,1991-04,0.695888325,
BEL,PASSCAR,TOT,PC_CHG,M,1991-05,3.619797495,
BEL,PASSCAR,TOT,PC_CHG,M,1991-06,6.274795162,
BEL,PASSCAR,TOT,PC_CHG,M,1991-07,0.08920877,
BEL,PASSCAR,TOT,PC_CHG,M,1991-08,-3.697642364,
BEL,PASSCAR,TOT,PC_CHG,M,1991-09,1.268963885,
BEL,PASSCAR,TOT,PC_CHG,M,1991-10,-4.199816427,
BEL,PASSCAR,TOT,PC_CHG,M,1991-11,-1.497685978,
BEL,PASSCAR,TOT,PC_CHG,M,1991-12,6.536581926,
BEL,PASSCAR,TOT,PC_CHG,M,1992-01,-6.875389109,
BEL,PASSCAR,TOT,PC_CHG,M,1992-02,8.272562353,
BEL,PASSCAR,TOT,PC_CHG,M,1992-03,-16.58357203,
BEL,PASSCAR,TOT,PC_CHG,M,1992-04,26.78306083,
BEL,PASSCAR,TOT,PC_CHG,M,1992-05,32.70333348,
BEL,PASSCAR,TOT,PC_CHG,M,1992-06,-46.47506207,
BEL,PASSCAR,TOT,PC_CHG,M,1992-07,10.44108646,
BEL,PASSCAR,TOT,PC_CHG,M,1992-08,7.645429872,
BEL,PASSCAR,TOT,PC_CHG,M,1992-09,-5.108034932,
BEL,PASSCAR,TOT,PC_CHG,M,1992-10,6.809078856,
BEL,PASSCAR,TOT,PC_CHG,M,1992-11,-4.23092908,
BEL,PASSCAR,TOT,PC_CHG,M,1992-12,-14.59998072,
BEL,PASSCAR,TOT,PC_CHG,M,1993-01,8.667569423,
BEL,PASSCAR,TOT,PC_CHG,M,1993-02,-15.30255151,
BEL,PASSCAR,TOT,PC_CHG,M,1993-03,8.000080478,
BEL,PASSCAR,TOT,PC_CHG,M,1993-04,3.108627936,
