"","LOCATION","FREQUENCY","TIME","Value"
"6004","CAN","M","2001-02",-2.474693931
"6005","CAN","M","2001-03",1.645496106
"6006","CAN","M","2001-04",4.22954086
"6007","CAN","M","2001-05",2.7549371
"6008","CAN","M","2001-06",-0.08207373
"6009","CAN","M","2001-07",-0.138270929
"6010","CAN","M","2001-08",0.493529283
"6011","CAN","M","2001-09",-2.272727273
"6012","CAN","M","2001-10",2.705268154
"6013","CAN","M","2001-11",4.792323584
"6014","CAN","M","2001-12",1.819667454
"6015","CAN","M","2002-01",1.76421884
"6016","CAN","M","2002-02",-3.56490174
"6017","CAN","M","2002-03",0.41276187
"6018","CAN","M","2002-04",0.305067218
"6019","CAN","M","2002-05",0.947213774
"6020","CAN","M","2002-06",-1.514087654
"6021","CAN","M","2002-07",-0.944973751
"6022","CAN","M","2002-08",3.131543132
"6023","CAN","M","2002-09",0.20809806
"6024","CAN","M","2002-10",-0.462183278
"6025","CAN","M","2002-11",-6.741044169
"6026","CAN","M","2002-12",10.79812847
"6027","CAN","M","2003-01",-6.510310865
"6028","CAN","M","2003-02",6.455351146
"6029","CAN","M","2003-03",-7.000333997
"6030","CAN","M","2003-04",-7.787975525
"6031","CAN","M","2003-05",7.707176343
"6032","CAN","M","2003-06",-6.815503295
"6033","CAN","M","2003-07",3.414823438
"6034","CAN","M","2003-08",-1.317490098
"6035","CAN","M","2003-09",1.754756573
"6036","CAN","M","2003-10",-5.053077381
"6037","CAN","M","2003-11",0.915425206
"6038","CAN","M","2003-12",-3.365592951
"6039","CAN","M","2004-01",2.905829596
"6040","CAN","M","2004-02",-2.908023938
"6041","CAN","M","2004-03",3.934651866
"6042","CAN","M","2004-04",1.132830493
"6043","CAN","M","2004-05",-0.582131827
"6044","CAN","M","2004-06",-4.459556192
"6045","CAN","M","2004-07",0.521465498
"6046","CAN","M","2004-08",0.970439605
"6047","CAN","M","2004-09",-2.896625033
"6048","CAN","M","2004-10",5.777534513
"6049","CAN","M","2004-11",-0.718679929
"6050","CAN","M","2004-12",-0.295343989
"6051","CAN","M","2005-01",-3.49509206
"6052","CAN","M","2005-02",13.88032079
"6053","CAN","M","2005-03",-5.801601353
"6054","CAN","M","2005-04",1.095448489
"6055","CAN","M","2005-05",-11.13269327
"6056","CAN","M","2005-06",10.2448011
"6057","CAN","M","2005-07",3.59985272
"6058","CAN","M","2005-08",-3.790529827
"6059","CAN","M","2005-09",-3.031982155
"6060","CAN","M","2005-10",6.476285367
"6061","CAN","M","2005-11",-4.512240433
"6062","CAN","M","2005-12",2.595474852
"6063","CAN","M","2006-01",2.983523198
"6064","CAN","M","2006-02",-1.110277569
"6065","CAN","M","2006-03",-1.673080371
"6066","CAN","M","2006-04",-0.572326338
"6067","CAN","M","2006-05",-2.734198646
"6068","CAN","M","2006-06",2.612340808
"6069","CAN","M","2006-07",0.552704861
"6070","CAN","M","2006-08",0.217898614
"6071","CAN","M","2006-09",0.113622017
"6072","CAN","M","2006-10",-2.536079585
"6073","CAN","M","2006-11",5.500287522
"6074","CAN","M","2006-12",7.314746682
"6075","CAN","M","2007-01",-10.15313508
"6076","CAN","M","2007-02",-0.729246163
"6077","CAN","M","2007-03",-0.741721477
"6078","CAN","M","2007-04",12.66189527
"6079","CAN","M","2007-05",-6.603521369
"6080","CAN","M","2007-06",0.715629345
"6081","CAN","M","2007-07",-3.474224153
"6082","CAN","M","2007-08",3.474481211
"6083","CAN","M","2007-09",-3.290062061
"6084","CAN","M","2007-10",-3.830741208
"6085","CAN","M","2007-11",-2.320939449
"6086","CAN","M","2007-12",4.883433021
"6087","CAN","M","2008-01",22.43838617
"6088","CAN","M","2008-02",-3.795806957
"6089","CAN","M","2008-03",-4.801574366
"6090","CAN","M","2008-04",-2.133164236
"6091","CAN","M","2008-05",3.507930748
"6092","CAN","M","2008-06",0.364319249
"6093","CAN","M","2008-07",-6.084873887
"6094","CAN","M","2008-08",-2.738816279
"6095","CAN","M","2008-09",1.145767897
"6096","CAN","M","2008-10",-7.420509012
"6097","CAN","M","2008-11",-11.3826948
"6098","CAN","M","2008-12",-5.187281943
"6099","CAN","M","2009-01",5.321807957
"6100","CAN","M","2009-02",-0.299943967
"6101","CAN","M","2009-03",-0.039672044
"6102","CAN","M","2009-04",1.85044318
"6103","CAN","M","2009-05",0.04221396
"6104","CAN","M","2009-06",-3.151727608
"6105","CAN","M","2009-07",6.277335568
"6106","CAN","M","2009-08",0.736349159
"6107","CAN","M","2009-09",0.871838217
"6108","CAN","M","2009-10",2.58825355
"6109","CAN","M","2009-11",-7.715577874
"6110","CAN","M","2009-12",5.328459975
"6111","CAN","M","2010-01",-4.424007594
"6112","CAN","M","2010-02",8.53956366
"6113","CAN","M","2010-03",-6.910672767
"6114","CAN","M","2010-04",-8.511392568
"6115","CAN","M","2010-05",0.961673947
"6116","CAN","M","2010-06",-1.156623984
"6117","CAN","M","2010-07",3.295151697
"6118","CAN","M","2010-08",-3.680415542
"6119","CAN","M","2010-09",1.77215639
"6120","CAN","M","2010-10",3.934043332
"6121","CAN","M","2010-11",-0.273361508
"6122","CAN","M","2010-12",-2.544353822
"6123","CAN","M","2011-01",-0.264011596
"6124","CAN","M","2011-02",0.821813526
"6125","CAN","M","2011-03",2.855475855
"6126","CAN","M","2011-04",2.717808402
"6127","CAN","M","2011-05",-13.25872627
"6128","CAN","M","2011-06",13.08141712
"6129","CAN","M","2011-07",-7.439973506
"6130","CAN","M","2011-08",0.055459148
"6131","CAN","M","2011-09",-0.609712487
"6132","CAN","M","2011-10",3.295734614
"6133","CAN","M","2011-11",1.508211568
"6134","CAN","M","2011-12",1.406879986
"6135","CAN","M","2012-01",11.35691226
"6136","CAN","M","2012-02",-2.576029222
"6137","CAN","M","2012-03",0.246933758
"6138","CAN","M","2012-04",0.439999678
"6139","CAN","M","2012-05",-2.988695919
"6140","CAN","M","2012-06",2.514491696
"6141","CAN","M","2012-07",-12.43063459
"6142","CAN","M","2012-08",8.911169221
"6143","CAN","M","2012-09",8.068202016
"6144","CAN","M","2012-10",-5.756728899
"6145","CAN","M","2012-11",-0.391245393
"6146","CAN","M","2012-12",4.226182619
"6147","CAN","M","2013-01",-2.481464334
"6148","CAN","M","2013-02",0.434314494
"6149","CAN","M","2013-03",2.844514344
"6150","CAN","M","2013-04",-5.897249196
"6151","CAN","M","2013-05",4.966087544
"6152","CAN","M","2013-06",-2.698141047
"6153","CAN","M","2013-07",0.166221087
"6154","CAN","M","2013-08",3.88547127
"6155","CAN","M","2013-09",-0.940139876
"6156","CAN","M","2013-10",-1.676839762
"6157","CAN","M","2013-11",0.442034935
"6158","CAN","M","2013-12",-6.663513889
"6159","CAN","M","2014-01",1.217798946
"6160","CAN","M","2014-02",-0.254028478
"6161","CAN","M","2014-03",-0.937178996
"6162","CAN","M","2014-04",6.146628606
"6163","CAN","M","2014-05",1.541602745
"6164","CAN","M","2014-06",0.618717267
"6165","CAN","M","2014-07",2.598744225
"6166","CAN","M","2014-08",0.273904728
"6167","CAN","M","2014-09",-4.247094076
"6168","CAN","M","2014-10",1.248302189
"6169","CAN","M","2014-11",-1.560229957
"6170","CAN","M","2014-12",0.190375009
"6171","CAN","M","2015-01",-5.376671491
"6172","CAN","M","2015-02",-0.145795685
"6173","CAN","M","2015-03",-4.691925733
"6174","CAN","M","2015-04",12.53961766
"6175","CAN","M","2015-05",-0.041298985
"6176","CAN","M","2015-06",-14.68095324
"6177","CAN","M","2015-07",7.140466035
"6178","CAN","M","2015-08",1.240013182
"6179","CAN","M","2015-09",-0.768901433
"6180","CAN","M","2015-10",-0.254862371
"6181","CAN","M","2015-11",-1.769662815
"6182","CAN","M","2015-12",-1.512070712
"6183","CAN","M","2016-01",3.75144686
"6184","CAN","M","2016-02",-3.189844512
"6185","CAN","M","2016-03",-1.197781438
"6186","CAN","M","2016-04",-0.350811389
"6187","CAN","M","2016-05",-4.913144419
"6188","CAN","M","2016-06",-0.075494464
"6189","CAN","M","2016-07",0.959694627
"6190","CAN","M","2016-08",-3.649020229
"6191","CAN","M","2016-09",2.939647943
"6192","CAN","M","2016-10",3.079273658
"6193","CAN","M","2016-11",0.073968613
"6194","CAN","M","2016-12",-1.052074755
"6195","CAN","M","2017-01",1.323144572
"6196","CAN","M","2017-02",1.00538149
"6197","CAN","M","2017-03",-3.834709386
"6198","CAN","M","2017-04",-0.310446088
"6199","CAN","M","2017-05",1.343228851
"6200","CAN","M","2017-06",-0.654102762
"6201","CAN","M","2017-07",-0.541255886
"6202","CAN","M","2017-08",1.427540356
"6203","CAN","M","2017-09",0.861607861
"6204","CAN","M","2017-10",-5.854654992
"6205","CAN","M","2017-11",0.756694745
"6206","CAN","M","2017-12",1.120130856
"6207","CAN","M","2018-01",3.052006993
"6208","CAN","M","2018-02",0.516127376
"6209","CAN","M","2018-03",-8.080101569
"6210","CAN","M","2018-04",-16.69204438
"6211","CAN","M","2018-05",14.0872507
"6212","CAN","M","2018-06",4.222877585
"6213","CAN","M","2018-07",-6.029378087
"6214","CAN","M","2018-08",-0.93234442
"6215","CAN","M","2018-09",2.372635381
"6216","CAN","M","2018-10",-3.824009384
"6217","CAN","M","2018-11",-0.584454065
"6218","CAN","M","2018-12",3.230801256
